From	Entry	Protein names	Gene Names	Organism	Length
Q9DC23	Q9DC23	DnaJ homolog subfamily C member 10 (EC 1.8.4.-) (Endoplasmic reticulum DNA J domain-containing protein 5) (ER-resident protein ERdj5) (ERdj5) (Endoplasmic reticulum DnaJ-PDI fusion protein 1) (J domain-containing protein disulfide isomerase-like protein) (J domain-containing PDI-like protein) (JPDI)	Dnajc10 Erdj5 Jpdi	Mus musculus (Mouse)	793
P41438	P41438	Reduced folate transporter (Intestinal folate carrier 1) (IFC-1) (Plasma membrane folate antiporter SLC19A1) (Reduced folate carrier 1) (RFC-1) (RFC1) (Solute carrier family 19 member 1)	Slc19a1	Mus musculus (Mouse)	512
A0A0R4J034	A0A0R4J034	Pyridoxal-dependent decarboxylase domain-containing protein 1	Pdxdc1	Mus musculus (Mouse)	789
P54823	P54823	Probable ATP-dependent RNA helicase DDX6 (EC 3.6.4.13) (ATP-dependent RNA helicase p54) (DEAD box protein 6) (Oncogene RCK homolog)	Ddx6 Hlr2 Rck	Mus musculus (Mouse)	483
O88520	O88520	Leucine-rich repeat protein SHOC-2 (Protein soc-2 homolog) (Protein sur-8 homolog)	Shoc2	Mus musculus (Mouse)	582
O70310	O70310	Glycylpeptide N-tetradecanoyltransferase 1 (EC 2.3.1.97) (Myristoyl-CoA:protein N-myristoyltransferase 1) (NMT 1) (Type I N-myristoyltransferase) (Peptide N-myristoyltransferase 1)	Nmt1	Mus musculus (Mouse)	496
P45377	P45377	Aldose reductase-related protein 2 (AR) (EC 1.1.1.21) (Aldehyde reductase) (Fibroblast growth factor-regulated protein) (Protein FR-1)	Akr1b8 Fgfrp	Mus musculus (Mouse)	316
Q4QY64	Q4QY64	ATPase family AAA domain-containing protein 5 (Chromosome fragility-associated gene 1 protein)	Atad5 Frag1	Mus musculus (Mouse)	1826
O88342	O88342	WD repeat-containing protein 1 (Actin-interacting protein 1) (AIP1)	Wdr1	Mus musculus (Mouse)	606
Q8BUN5	Q8BUN5	Mothers against decapentaplegic homolog 3 (MAD homolog 3) (Mad3) (Mothers against DPP homolog 3) (mMad3) (SMAD family member 3) (SMAD 3) (Smad3)	Smad3 Madh3	Mus musculus (Mouse)	425
Q8CJG0	Q8CJG0	Protein argonaute-2 (Argonaute2) (mAgo2) (EC 3.1.26.n2) (Argonaute RISC catalytic component 2) (Eukaryotic translation initiation factor 2C 2) (eIF-2C 2) (eIF2C 2) (Piwi/argonaute family protein meIF2C2) (Protein slicer)	Ago2 Eif2c2 Kiaa4215	Mus musculus (Mouse)	860
Q4LDD4	Q4LDD4	"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 (Centaurin-delta-2) (Cnt-d2)"	Arap1 Centd2 Kiaa0782	Mus musculus (Mouse)	1452
Q6DFZ1	Q6DFZ1	Golgi-specific brefeldin A-resistance factor 1	Gbf1	Mus musculus (Mouse)	1861
Q61329	Q61329	Zinc finger homeobox protein 3 (AT motif-binding factor 1) (AT-binding transcription factor 1) (Alpha-fetoprotein enhancer-binding protein) (Zinc finger homeodomain protein 3) (ZFH-3)	Zfhx3 Atbf1	Mus musculus (Mouse)	3726
Q6DID3	Q6DID3	SR-related and CTD-associated factor 8 (RNA-binding motif protein 16)	Scaf8 Kiaa1116 Rbm16	Mus musculus (Mouse)	1268
Q9D7X3	Q9D7X3	Dual specificity protein phosphatase 3 (EC 3.1.3.16) (EC 3.1.3.48) (T-DSP11) (Vaccinia H1-related phosphatase) (VHR)	Dusp3	Mus musculus (Mouse)	185
A0A140LJ04	A0A140LJ04	Zinc finger ZZ-type and EF-hand domain-containing protein 1	Zzef1	Mus musculus (Mouse)	2953
A0A286YCV9	A0A286YCV9	Kinesin family member 13B	Kif13b	Mus musculus (Mouse)	1847
Q9EQ28	Q9EQ28	DNA polymerase delta subunit 3 (DNA polymerase delta subunit p66)	Pold3	Mus musculus (Mouse)	462
Q91YR5	Q91YR5	eEF1A lysine and N-terminal methyltransferase (eEF1A-KNMT) (Methyltransferase-like protein 13) [Includes: eEF1A lysine methyltransferase (EC 2.1.1.-); eEF1A N-terminal methyltransferase (EC 2.1.1.-)]	Mettl13 EEF1AKNMT FEAT	Mus musculus (Mouse)	698
Q6ZWQ7	Q6ZWQ7	Signal peptidase complex subunit 3 (Microsomal signal peptidase 22/23 kDa subunit) (SPC22/23) (SPase 22/23 kDa subunit)	Spcs3	Mus musculus (Mouse)	180
E9QKG3	E9QKG3	tRNA (guanine(10)-N2)-methyltransferase homolog (tRNA guanosine-2'-O-methyltransferase TRM11 homolog)	Trmt11	Mus musculus (Mouse)	460
Q3ULF4	Q3ULF4	Paraplegin (EC 3.4.24.-) (Spastic paraplegia 7 protein)	Spg7	Mus musculus (Mouse)	781
Q9R112	Q9R112	"Sulfide:quinone oxidoreductase, mitochondrial (SQOR) (EC 1.8.5.8) (Sulfide quinone oxidoreductase)"	Sqor Sqrdl	Mus musculus (Mouse)	450
Q62159	Q62159	Rho-related GTP-binding protein RhoC (Silica-induced gene 61 protein) (SIG-61)	Rhoc Arhc	Mus musculus (Mouse)	193
Q8BJU0	Q8BJU0	Small glutamine-rich tetratricopeptide repeat-containing protein alpha (Alpha-SGT)	Sgta Sgt	Mus musculus (Mouse)	315
A2AN08-5	A2AN08	E3 ubiquitin-protein ligase UBR4 (EC 2.3.2.27) (N-recognin-4) (RING-type E3 ubiquitin transferase UBR4) (Zinc finger UBR1-type protein 1) (p600)	Ubr4 Kiaa0462 Zubr1	Mus musculus (Mouse)	5180
Q8BKC5	Q8BKC5	Importin-5 (Imp5) (Importin subunit beta-3) (Karyopherin beta-3) (Ran-binding protein 5) (RanBP5)	Ipo5 Kpnb3 Ranbp5	Mus musculus (Mouse)	1097
Q8BG32	Q8BG32	26S proteasome non-ATPase regulatory subunit 11 (26S proteasome regulatory subunit RPN6) (26S proteasome regulatory subunit S9) (26S proteasome regulatory subunit p44.5)	Psmd11	Mus musculus (Mouse)	422
Q6P1B1	Q6P1B1	"Xaa-Pro aminopeptidase 1 (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Cytosolic aminopeptidase P) (Soluble aminopeptidase P) (sAmp) (X-Pro aminopeptidase 1) (X-prolyl aminopeptidase 1, soluble)"	Xpnpep1	Mus musculus (Mouse)	623
Q8K2V6-2	Q8K2V6	Importin-11 (Imp11) (Ran-binding protein 11) (RanBP11)	Ipo11 Ranbp11	Mus musculus (Mouse)	975
Q8BGQ7	Q8BGQ7	"Alanine--tRNA ligase, cytoplasmic (EC 6.1.1.7) (Alanyl-tRNA synthetase) (AlaRS) (Protein sticky) (Sti)"	Aars1 Aars	Mus musculus (Mouse)	968
Q6ZQB6	Q6ZQB6	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2 (EC 2.7.4.24) (Diphosphoinositol pentakisphosphate kinase 2) (Histidine acid phosphatase domain-containing protein 1) (InsP6 and PP-IP5 kinase 2) (VIP1 homolog 2) (mmVIP2)	Ppip5k2 Hisppd1 Kiaa0433 Vip2	Mus musculus (Mouse)	1129
P14131	P14131	40S ribosomal protein S16	Rps16	Mus musculus (Mouse)	146
Q9R061	Q9R061	Cytosolic Fe-S cluster assembly factor NUBP2 (Nucleotide-binding protein 2) (NBP 2)	Nubp2	Mus musculus (Mouse)	275
P14873	P14873	Microtubule-associated protein 1B (MAP-1B) (MAP1(X)) (MAP1.2) [Cleaved into: MAP1B heavy chain; MAP1 light chain LC1]	Map1b Mtap1b Mtap5	Mus musculus (Mouse)	2464
Q8R4R6	Q8R4R6	Nucleoporin NUP35 (35 kDa nucleoporin) (Mitotic phosphoprotein 44) (MP-44) (Nuclear pore complex protein Nup53) (Nucleoporin NUP53)	Nup35 Mp44 Nup53	Mus musculus (Mouse)	325
Q80Z96	Q80Z96	Vang-like protein 1 (Loop-tail protein 2) (Van Gogh-like protein 1)	Vangl1 Lpp2	Mus musculus (Mouse)	526
Q8CDN1	Q8CDN1	Uncharacterized protein C3orf20 homolog		Mus musculus (Mouse)	933
Q3TW96	Q3TW96	UDP-N-acetylhexosamine pyrophosphorylase-like protein 1 (EC 2.7.7.-)	Uap1l1	Mus musculus (Mouse)	507
Q8BZA9	Q8BZA9	"Fructose-2,6-bisphosphatase TIGAR (EC 3.1.3.46) (TP53-induced glycolysis and apoptosis regulator) (TP53-induced glycolysis regulatory phosphatase)"	Tigar	Mus musculus (Mouse)	269
Q8CJF7	Q8CJF7	Protein ELYS (Embryonic large molecule derived from yolk sac) (Protein MEL-28) (Putative AT-hook-containing transcription factor 1)	Ahctf1 Elys	Mus musculus (Mouse)	2243
Q8CE90	Q8CE90	Dual specificity mitogen-activated protein kinase kinase 7 (MAP kinase kinase 7) (MAPKK 7) (EC 2.7.12.2) (JNK-activating kinase 2) (MAPK/ERK kinase 7) (MEK 7) (c-Jun N-terminal kinase kinase 2) (JNK kinase 2) (JNKK 2)	Map2k7 Mkk7	Mus musculus (Mouse)	535
F8VPZ3	F8VPZ3	Ubiquitinyl hydrolase 1 (EC 3.4.19.12)	Usp32	Mus musculus (Mouse)	1604
P35761	P35761	Dual specificity protein kinase TTK (EC 2.7.12.1) (ESK) (PYT)	Ttk Esk	Mus musculus (Mouse)	856
P42669	P42669	Transcriptional activator protein Pur-alpha (Purine-rich single-stranded DNA-binding protein alpha)	Pura	Mus musculus (Mouse)	321
O08599-2	O08599	Syntaxin-binding protein 1 (Protein unc-18 homolog 1) (Unc18-1) (Protein unc-18 homolog A) (Unc-18A)	Stxbp1	Mus musculus (Mouse)	594
Q5RJG1	Q5RJG1	Nucleolar protein 10	Nol10 Gm67	Mus musculus (Mouse)	687
Q499X9	Q499X9	"Methionine--tRNA ligase, mitochondrial (EC 6.1.1.10) (Methionyl-tRNA synthetase 2) (Mitochondrial methionyl-tRNA synthetase) (MtMetRS)"	Mars2	Mus musculus (Mouse)	586
Q9D0J4	Q9D0J4	ADP-ribosylation factor-like protein 2	Arl2	Mus musculus (Mouse)	184
Q91VN4	Q91VN4	MICOS complex subunit Mic25 (Coiled-coil-helix-coiled-coil-helix domain-containing protein 6)	Chchd6 Mic25	Mus musculus (Mouse)	273
P05132	P05132	cAMP-dependent protein kinase catalytic subunit alpha (PKA C-alpha) (EC 2.7.11.11)	Prkaca Pkaca	Mus musculus (Mouse)	351
H3BKH6	H3BKH6	S-formylglutathione hydrolase (EC 3.1.2.12)	Esd	Mus musculus (Mouse)	295
P35585	P35585	AP-1 complex subunit mu-1 (AP-mu chain family member mu1A) (Adaptor protein complex AP-1 subunit mu-1) (Adaptor-related protein complex 1 subunit mu-1) (Clathrin assembly protein complex 1 mu-1 medium chain 1) (Clathrin coat assembly protein AP47) (Clathrin coat-associated protein AP47) (Golgi adaptor HA1/AP1 adaptin mu-1 subunit) (Mu-adaptin 1) (Mu1A-adaptin)	Ap1m1 Cltnm	Mus musculus (Mouse)	423
P84084	P84084	ADP-ribosylation factor 5	Arf5	Mus musculus (Mouse)	180
Q8CFE4	Q8CFE4	SCY1-like protein 2 (Coated vesicle-associated kinase of 104 kDa)	Scyl2 Cvak104 D10Ertd802e	Mus musculus (Mouse)	930
A2AB59	A2AB59	Rho GTPase-activating protein 27 (CIN85-associated multi-domain-containing Rho GTPase-activating protein 1) (Rho-type GTPase-activating protein 27)	Arhgap27 Camgap1	Mus musculus (Mouse)	869
P17879	P17879	Heat shock 70 kDa protein 1B (Heat shock 70 kDa protein 1) (HSP70.1)	Hspa1b Hcp70.1 Hsp70-1 Hsp70a1 Hspa1	Mus musculus (Mouse)	642
P59325	P59325	Eukaryotic translation initiation factor 5 (eIF-5)	Eif5	Mus musculus (Mouse)	429
Q8BXV2	Q8BXV2	BRI3-binding protein (I3-binding protein)	Bri3bp	Mus musculus (Mouse)	253
Q9D2D7	Q9D2D7	Zinc finger protein 687	Znf687 Kiaa1441 Zfp687	Mus musculus (Mouse)	1237
Q9CXS4	Q9CXS4	Centromere protein V (CENP-V) (Proline-rich protein 6)	Cenpv Prr6	Mus musculus (Mouse)	252
Q3UHI0-2	Q3UHI0	Serine-rich coiled-coil domain-containing protein 2 (Coiled-coil serine-rich protein 2) (Granule cell antiserum positive protein 14) (Protein GCAP14)	Ccser2 Fam190b Gcap14 Kiaa1128	Mus musculus (Mouse)	833
P63242	P63242	Eukaryotic translation initiation factor 5A-1 (eIF-5A-1) (eIF-5A1) (Eukaryotic initiation factor 5A isoform 1) (eIF-5A) (eIF-4D)	Eif5a	Mus musculus (Mouse)	154
P62301	P62301	40S ribosomal protein S13	Rps13	Mus musculus (Mouse)	151
Q7TT37	Q7TT37	Elongator complex protein 1 (ELP1) (IkappaB kinase complex-associated protein) (IKK complex-associated protein)	Elp1 Ikap Ikbkap	Mus musculus (Mouse)	1333
Q9CPN8	Q9CPN8	Insulin-like growth factor 2 mRNA-binding protein 3 (IGF2 mRNA-binding protein 3) (IMP-3) (mIMP-3) (IGF-II mRNA-binding protein 3) (VICKZ family member 3)	Igf2bp3 Vickz3	Mus musculus (Mouse)	579
Q6EBV9	Q6EBV9	Autophagy-related protein 9B (APG9-like 2) (Nitric oxide synthase 3-overlapping antisense gene protein)	Atg9b Apg9l2 Nos3as	Mus musculus (Mouse)	922
O35654	O35654	DNA polymerase delta subunit 2 (DNA polymerase delta subunit p50)	Pold2	Mus musculus (Mouse)	469
Q91WK2	Q91WK2	Eukaryotic translation initiation factor 3 subunit H (eIF3h) (Eukaryotic translation initiation factor 3 subunit 3) (eIF-3-gamma) (eIF3 p40 subunit)	Eif3h Eif3s3	Mus musculus (Mouse)	352
Q9WU56-3	Q9WU56	Pseudouridylate synthase 1 homolog (EC 5.4.99.-) (tRNA pseudouridine synthase 1) (EC 5.4.99.12) (tRNA pseudouridine(38-40) synthase) (tRNA pseudouridylate synthase I) (tRNA-uridine isomerase I)	Pus1 MNCb-0873	Mus musculus (Mouse)	423
Q8BWQ4	Q8BWQ4	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 2 (EC 2.1.1.296) (Cap methyltransferase 2) (Cap2 2'O-ribose methyltransferase 2) (MTr2) (FtsJ methyltransferase domain-containing protein 1)	Cmtr2 Ftsjd1	Mus musculus (Mouse)	767
Q61292	Q61292	Laminin subunit beta-2 (Laminin-11 subunit beta) (Laminin-14 subunit beta) (Laminin-15 subunit beta) (Laminin-3 subunit beta) (Laminin-4 subunit beta) (Laminin-7 subunit beta) (Laminin-9 subunit beta) (S-laminin subunit beta) (S-LAM beta)	Lamb2 Lams	Mus musculus (Mouse)	1799
P10833	P10833	Ras-related protein R-Ras (EC 3.6.5.-) (p23)	Rras	Mus musculus (Mouse)	218
Q9QXK7	Q9QXK7	Cleavage and polyadenylation specificity factor subunit 3 (EC 3.1.27.-) (Cleavage and polyadenylation specificity factor 73 kDa subunit) (CPSF 73 kDa subunit) (mRNA 3'-end-processing endonuclease CPSF-73)	Cpsf3 Cpsf73	Mus musculus (Mouse)	684
Q6DID5	Q6DID5	PWWP domain-containing DNA repair factor 3A (PWWP3A) (Mutated melanoma-associated antigen 1) (MUM-1) (PWWP domain-containing protein MUM1)	Pwwp3a Mum1	Mus musculus (Mouse)	682
E9Q512	E9Q512	Thyroid hormone receptor interactor 11	Trip11	Mus musculus (Mouse)	1976
Q91VT4	Q91VT4	3-oxoacyl-[acyl-carrier-protein] reductase (EC 1.1.1.100) (3-ketoacyl-[acyl-carrier-protein] reductase beta subunit) (KAR beta subunit) (Carbonyl reductase family member 4) (CBR4) (Quinone reductase CBR4) (EC 1.6.5.10)	Cbr4	Mus musculus (Mouse)	236
Q5PSV9	Q5PSV9	Mediator of DNA damage checkpoint protein 1	Mdc1 Kiaa0170	Mus musculus (Mouse)	1707
Q8R570	Q8R570	Synaptosomal-associated protein 47 (SNAP-47) (Synaptosomal-associated 47 kDa protein)	Snap47	Mus musculus (Mouse)	413
P32233	P32233	Developmentally-regulated GTP-binding protein 1 (DRG-1) (Neural precursor cell expressed developmentally down-regulated protein 3) (NEDD-3) (Translation factor GTPase DRG1) (TRAFAC GTPase DRG1) (EC 3.6.5.-)	Drg1 Drg Nedd-3 Nedd3	Mus musculus (Mouse)	367
Q8VCF0	Q8VCF0	Mitochondrial antiviral-signaling protein (MAVS) (CARD adapter inducing interferon beta) (Cardif) (Interferon beta promoter stimulator protein 1) (IPS-1) (Virus-induced-signaling adapter) (VISA)	Mavs Ips1 Visa	Mus musculus (Mouse)	503
P62878	P62878	"E3 ubiquitin-protein ligase RBX1 (EC 2.3.2.27) (EC 2.3.2.32) (E3 ubiquitin-protein transferase RBX1) (RING finger protein 75) (RING-box protein 1) (Rbx1) [Cleaved into: E3 ubiquitin-protein ligase RBX1, N-terminally processed]"	Rbx1	Mus musculus (Mouse)	108
Q93092	Q93092	Transaldolase (EC 2.2.1.2)	Taldo1 Tal Taldo	Mus musculus (Mouse)	337
Q9CQC6	Q9CQC6	eIF5-mimic protein 2 (Basic leucine zipper and W2 domain-containing protein 1)	Bzw1 5mp2	Mus musculus (Mouse)	419
Q9WTR6	Q9WTR6	Cystine/glutamate transporter (Amino acid transport system xc-) (Solute carrier family 7 member 11) (xCT)	Slc7a11	Mus musculus (Mouse)	502
Q8VDF2	Q8VDF2	E3 ubiquitin-protein ligase UHRF1 (EC 2.3.2.27) (Nuclear protein 95) (Nuclear zinc finger protein Np95) (RING-type E3 ubiquitin transferase UHRF1) (Ubiquitin-like PHD and RING finger domain-containing protein 1) (mUhrf1) (Ubiquitin-like-containing PHD and RING finger domains protein 1)	Uhrf1 Np95	Mus musculus (Mouse)	782
Q9DAM7	Q9DAM7	Transmembrane protein 263	Tmem263	Mus musculus (Mouse)	115
O55135	O55135	Eukaryotic translation initiation factor 6 (eIF-6) (B4 integrin interactor) (CAB) (p27(BBP))	Eif6 Itgb4bp	Mus musculus (Mouse)	245
Q7TMY8	Q7TMY8	"E3 ubiquitin-protein ligase HUWE1 (EC 2.3.2.26) (E3Histone) (HECT, UBA and WWE domain-containing protein 1) (HECT-type E3 ubiquitin transferase HUWE1) (Upstream regulatory element-binding protein 1) (URE-B1) (URE-binding protein 1)"	Huwe1 Kiaa0312 Ureb1	Mus musculus (Mouse)	4377
Q6PDI5-2	Q6PDI5	Proteasome adapter and scaffold protein ECM29 (Proteasome-associated protein ECM29 homolog)	Ecpas Ecm29 Kiaa0368	Mus musculus (Mouse)	1840
Q91WQ3	Q91WQ3	"Tyrosine--tRNA ligase, cytoplasmic (EC 6.1.1.1) (Tyrosyl-tRNA synthetase) (TyrRS) [Cleaved into: Tyrosine--tRNA ligase, cytoplasmic, N-terminally processed]"	Yars1 Yars	Mus musculus (Mouse)	528
Q9QYI3	Q9QYI3	DnaJ homolog subfamily C member 7 (Cytoplasmic CAR retention protein) (CCRP) (MDj11) (Tetratricopeptide repeat protein 2) (TPR repeat protein 2)	Dnajc7 Ttc2	Mus musculus (Mouse)	494
Q8CI51	Q8CI51	PDZ and LIM domain protein 5 (Enigma homolog) (Enigma-like PDZ and LIM domains protein)	Pdlim5 Enh	Mus musculus (Mouse)	591
P07742	P07742	Ribonucleoside-diphosphate reductase large subunit (EC 1.17.4.1) (Ribonucleoside-diphosphate reductase subunit M1) (Ribonucleotide reductase large subunit)	Rrm1	Mus musculus (Mouse)	792
Q9EQQ9-3	Q9EQQ9	Protein O-GlcNAcase (OGA) (EC 3.2.1.169) (Beta-N-acetylhexosaminidase) (Beta-hexosaminidase) (Bifunctional protein NCOAT) (Meningioma-expressed antigen 5) (N-acetyl-beta-D-glucosaminidase) (N-acetyl-beta-glucosaminidase)	Oga Hexc Kiaa0679 Mgea5	Mus musculus (Mouse)	916
Q99MJ9	Q99MJ9	ATP-dependent RNA helicase DDX50 (EC 3.6.4.13) (DEAD box protein 50) (Gu-beta) (Nucleolar protein Gu2)	Ddx50	Mus musculus (Mouse)	734
P61924	P61924	Coatomer subunit zeta-1 (Zeta-1-coat protein) (Zeta-1 COP)	Copz1 Copz	Mus musculus (Mouse)	177
Q8K371	Q8K371	Angiomotin-like protein 2	Amotl2	Mus musculus (Mouse)	772
P41241	P41241	Tyrosine-protein kinase CSK (EC 2.7.10.2) (C-Src kinase) (Protein-tyrosine kinase MPK-2) (p50CSK)	Csk	Mus musculus (Mouse)	450
P51410	P51410	60S ribosomal protein L9	Rpl9	Mus musculus (Mouse)	192
Q8CG46	Q8CG46	Structural maintenance of chromosomes protein 5 (SMC protein 5) (SMC-5) (mSMC5) (Protein expressed in male leptotene and zygotene spermatocytes 453) (MLZ-453)	Smc5 Kiaa0594 Smc5l1	Mus musculus (Mouse)	1101
O09110	O09110	Dual specificity mitogen-activated protein kinase kinase 3 (MAP kinase kinase 3) (MAPKK 3) (EC 2.7.12.2) (MAPK/ERK kinase 3) (MEK 3)	Map2k3 Mkk3 Prkmk3	Mus musculus (Mouse)	347
Q64324	Q64324	Syntaxin-binding protein 2 (MUSEC1) (Protein unc-18 homolog 2) (Munc18-2) (Unc18-2) (Protein unc-18 homolog B) (Unc-18B)	Stxbp2 Unc18b	Mus musculus (Mouse)	593
Q99L45	Q99L45	Eukaryotic translation initiation factor 2 subunit 2 (Eukaryotic translation initiation factor 2 subunit beta) (eIF-2-beta)	Eif2s2	Mus musculus (Mouse)	331
Q9WUA2	Q9WUA2	Phenylalanine--tRNA ligase beta subunit (EC 6.1.1.20) (Phenylalanyl-tRNA synthetase beta subunit) (PheRS)	Farsb Farsl Farslb Frsb	Mus musculus (Mouse)	589
Q3U4X8	Q3U4X8	DNA ligase (EC 6.5.1.1)	Lig1	Mus musculus (Mouse)	932
P40124	P40124	Adenylyl cyclase-associated protein 1 (CAP 1)	Cap1 Cap	Mus musculus (Mouse)	474
Q8C0D5	Q8C0D5	Elongation factor-like GTPase 1 (Elongation factor Tu GTP-binding domain-containing protein 1) (Elongation factor-like 1) (Protein FAM42A)	Efl1 Eftud1	Mus musculus (Mouse)	1127
Q99KU1-2	Q99KU1	Dehydrodolichyl diphosphate synthase complex subunit Dhdds (EC 2.5.1.87) (Cis-isoprenyltransferase) (CIT) (Cis-IPTase)	Dhdds	Mus musculus (Mouse)	333
P47754	P47754	F-actin-capping protein subunit alpha-2 (CapZ alpha-2)	Capza2 Cappa2	Mus musculus (Mouse)	286
O08811	O08811	General transcription and DNA repair factor IIH helicase subunit XPD (TFIIH subunit XPD) (EC 3.6.4.12) (CXPD) (DNA excision repair protein ERCC-2) (DNA repair protein complementing XP-D cells) (Xeroderma pigmentosum group D-complementing protein)	Ercc2 Xpd	Mus musculus (Mouse)	760
Q9EPU0	Q9EPU0	Regulator of nonsense transcripts 1 (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent helicase RENT1) (Nonsense mRNA reducing factor 1) (NORF1) (Up-frameshift suppressor 1 homolog) (mUpf1)	Upf1 Rent1	Mus musculus (Mouse)	1124
Q8BMA6	Q8BMA6	Signal recognition particle subunit SRP68 (SRP68) (Signal recognition particle 68 kDa protein)	Srp68	Mus musculus (Mouse)	625
P58252	P58252	Elongation factor 2 (EF-2)	Eef2	Mus musculus (Mouse)	858
O88543	O88543	COP9 signalosome complex subunit 3 (SGN3) (Signalosome subunit 3) (JAB1-containing signalosome subunit 3)	Cops3 Csn3	Mus musculus (Mouse)	423
Q6GSS7	Q6GSS7	Histone H2A type 2-A (H2a-614) (H2a-615) (Histone H2A.2)	Hist2h2aa1; Hist2h2aa2	Mus musculus (Mouse)	130
A0A1W2P7Q6	A0A1W2P7Q6	Exportin-T (Exportin(tRNA)) (tRNA exportin)	Xpot	Mus musculus (Mouse)	962
Q3UIA2	Q3UIA2	Rho GTPase-activating protein 17 (Neuron-associated developmentally-regulated protein) (Nadrin) (Rho-type GTPase-activating protein 17)	Arhgap17	Mus musculus (Mouse)	846
Q91VH6	Q91VH6	Protein MEMO1 (Mediator of ErbB2-driven cell motility 1) (Memo-1)	Memo1	Mus musculus (Mouse)	297
P40201	P40201	Chromodomain-helicase-DNA-binding protein 1 (CHD-1) (EC 3.6.4.12) (ATP-dependent helicase CHD1)	Chd1 Chd-1	Mus musculus (Mouse)	1711
P14206	P14206	40S ribosomal protein SA (37 kDa laminin receptor precursor) (37LRP) (37 kDa oncofetal antigen) (37/67 kDa laminin receptor) (LRP/LR) (67 kDa laminin receptor) (67LR) (Laminin receptor 1) (LamR) (Laminin-binding protein precursor p40) (LBP/p40) (OFA/iLRP)	Rpsa Lamr1 P40-8	Mus musculus (Mouse)	295
Q9QWY8	Q9QWY8	"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 (130 kDa phosphatidylinositol 4,5-bisphosphate-dependent ARF1 GTPase-activating protein) (ADP-ribosylation factor-directed GTPase-activating protein 1) (ARF GTPase-activating protein 1) (Development and differentiation-enhancing factor 1) (DEF-1) (Differentiation-enhancing factor 1) (PIP2-dependent ARF1 GAP)"	Asap1 Ddef1 Kiaa1249 Shag1	Mus musculus (Mouse)	1147
O35226-2	O35226	26S proteasome non-ATPase regulatory subunit 4 (26S proteasome regulatory subunit RPN10) (26S proteasome regulatory subunit S5A) (Multiubiquitin chain-binding protein)	Psmd4 Mcb1	Mus musculus (Mouse)	376
P03930	P03930	ATP synthase protein 8 (A6L) (F-ATPase subunit 8)	Mtatp8 Atp8 mt-Atp8	Mus musculus (Mouse)	67
Q8VDP4	Q8VDP4	Cell cycle and apoptosis regulator protein 2 (Cell division cycle and apoptosis regulator protein 2)	Ccar2	Mus musculus (Mouse)	922
P09405	P09405	Nucleolin (Protein C23)	Ncl Nuc	Mus musculus (Mouse)	707
Q99MN9	Q99MN9	"Propionyl-CoA carboxylase beta chain, mitochondrial (PCCase subunit beta) (EC 6.4.1.3) (Propanoyl-CoA:carbon dioxide ligase subunit beta)"	Pccb	Mus musculus (Mouse)	541
Q8CE50	Q8CE50	Sorting nexin-30	Snx30	Mus musculus (Mouse)	437
Q6ZPL9	Q6ZPL9	ATP-dependent RNA helicase DDX55 (EC 3.6.4.13) (DEAD box protein 55)	Ddx55 Kiaa1595	Mus musculus (Mouse)	600
P43276	P43276	Histone H1.5 (H1 VAR.5) (H1b)	H1-5 H1f5 Hist1h1b	Mus musculus (Mouse)	223
E9PZM4	E9PZM4	Chromodomain-helicase-DNA-binding protein 2 (CHD-2) (EC 3.6.4.12) (ATP-dependent helicase CHD2)	Chd2	Mus musculus (Mouse)	1827
Q9EPJ9	Q9EPJ9	ADP-ribosylation factor GTPase-activating protein 1 (ARF GAP 1) (ADP-ribosylation factor 1 GTPase-activating protein) (ARF1 GAP) (ARF1-directed GTPase-activating protein)	Arfgap1 Arf1gap	Mus musculus (Mouse)	414
Q9DB15	Q9DB15	"39S ribosomal protein L12, mitochondrial (L12mt) (MRP-L12)"	Mrpl12 Rpml12	Mus musculus (Mouse)	201
Q9D880	Q9D880	Mitochondrial import inner membrane translocase subunit TIM50	Timm50 Tim50	Mus musculus (Mouse)	353
P54822	P54822	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	Adsl Adl	Mus musculus (Mouse)	484
Q9CXR1	Q9CXR1	Dehydrogenase/reductase SDR family member 7 (EC 1.1.1.-) (Retinal short-chain dehydrogenase/reductase 4) (retSDR4) (Short chain dehydrogenase/reductase family 34C member 1) (Protein SDR34C1)	Dhrs7 Retsdr4	Mus musculus (Mouse)	338
P17710	P17710	"Hexokinase-1 (EC 2.7.1.1) (Hexokinase type I) (HK I) (Hexokinase, tumor isozyme)"	Hk1	Mus musculus (Mouse)	974
P61222	P61222	ATP-binding cassette sub-family E member 1 (RNase L inhibitor) (Ribonuclease 4 inhibitor) (RNS4I)	Abce1 Rli	Mus musculus (Mouse)	599
Q5SUQ9	Q5SUQ9	CST complex subunit CTC1 (Alpha-accessory factor of 132 kDa) (AAF-132) (AAF132) (Conserved telomere maintenance component 1)	Ctc1	Mus musculus (Mouse)	1212
