Entry	Add	Entry name	Status	Protein names	Gene names	Organism	Length
H9KUZ0	1	H9KUZ0_MOUSE	unreviewed	Forkhead box protein O3	Foxo3	Mus musculus (Mouse)	244
Q8C2P1	1	Q8C2P1_MOUSE	unreviewed	MH2 domain-containing protein (Fragment)	Smad2	Mus musculus (Mouse)	64
Q8C434	1	Q8C434_MOUSE	unreviewed	Nuclear factor 1	Nfib	Mus musculus (Mouse)	420
Q811N8	1	Q811N8_MOUSE	unreviewed	Eyes absent homolog (EC 3.1.3.48)	Eya2	Mus musculus (Mouse)	450
A0A0R4J0G5	1	A0A0R4J0G5_MOUSE	unreviewed	PCNA-interacting partner (PARP-1 binding protein) (PARP1-binding protein)	Parpbp	Mus musculus (Mouse)	573
Q8VCK1	1	Q8VCK1_MOUSE	unreviewed	HEAT repeat-containing protein 1	Heatr1	Mus musculus (Mouse)	349
Q6ZPV5	1	Q6ZPV5_MOUSE	unreviewed	MKIAA1235 protein (Fragment)	Arid1b mKIAA1235	Mus musculus (Mouse)	426
Q3UX91	1	Q3UX91_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Spin1 Spin	Mus musculus (Mouse)	248
Q8CEM2	1	Q8CEM2_MOUSE	unreviewed	Sperm protamine P1	Prm1	Mus musculus (Mouse)	50
Q3UM84	1	Q3UM84_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Shox2	Mus musculus (Mouse)	222
Q8BRG9	1	Q8BRG9_MOUSE	unreviewed	Homeobox domain-containing protein	Nkx2-3	Mus musculus (Mouse)	450
Q6P9Q0	1	Q6P9Q0_MOUSE	unreviewed	Ercc5 protein (Fragment)	Ercc5	Mus musculus (Mouse)	790
Q5SSA5	1	Q5SSA5_MOUSE	unreviewed	Ran-binding protein 17	Ranbp17	Mus musculus (Mouse)	516
A0A1B0GR56	1	A0A1B0GR56_MOUSE	unreviewed	Origin recognition complex subunit 6	Orc6	Mus musculus (Mouse)	156
H3BLK8	1	H3BLK8_MOUSE	unreviewed	Zinc finger homeobox protein 4	Zfhx4	Mus musculus (Mouse)	3606
D3YY81	1	D3YY81_MOUSE	unreviewed	Methyl-CpG-binding protein 2	Mecp2	Mus musculus (Mouse)	172
Q6KAT4	1	Q6KAT4_MOUSE	unreviewed	Histone deacetylase (EC 3.5.1.98) (Fragment)	mFLJ00062	Mus musculus (Mouse)	852
A0A140LJA4	1	A0A140LJA4_MOUSE	unreviewed	Interferon regulatory factor 2 (Fragment)	Irf2	Mus musculus (Mouse)	113
H3BK13	1	H3BK13_MOUSE	unreviewed	Homeobox-containing protein 1	Hmbox1	Mus musculus (Mouse)	408
Q8R069	1	Q8R069_MOUSE	unreviewed	Flap endonuclease 1 (FEN-1) (EC 3.1.-.-) (Flap structure-specific endonuclease 1)	Fen1 FEN1	Mus musculus (Mouse)	380
Q8VCI8	1	Q8VCI8_MOUSE	unreviewed	Adrm1 protein	Adrm1 Gm9774	Mus musculus (Mouse)	309
Q8CBC2	1	Q8CBC2_MOUSE	unreviewed	PAS domain-containing protein	Per3	Mus musculus (Mouse)	527
Q99K91	1	Q99K91_MOUSE	unreviewed	Rfc2 protein (Fragment)	Rfc2	Mus musculus (Mouse)	272
Q3TSX5	1	Q3TSX5_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Nop14 Nol14	Mus musculus (Mouse)	788
H3BL33	1	H3BL33_MOUSE	unreviewed	Forkhead box protein P1	Foxp1	Mus musculus (Mouse)	674
Q8K1A2	1	Q8K1A2_MOUSE	unreviewed	DNA replication complex GINS protein PSF1	Gins1 Gins4	Mus musculus (Mouse)	163
E3SRG8	1	E3SRG8_MOUSE	unreviewed	Mothers against decapentaplegic homolog (MAD homolog) (Mothers against DPP homolog) (SMAD family member)	Smad4	Mus musculus (Mouse)	455
B2RQZ8	1	B2RQZ8_MOUSE	unreviewed	POU domain protein	Pou6f2	Mus musculus (Mouse)	692
D3YXV5	1	D3YXV5_MOUSE	unreviewed	cAMP-responsive element modulator	Crem	Mus musculus (Mouse)	296
Q8C2U3	1	Q8C2U3_MOUSE	unreviewed	V(D)J recombination-activating protein 1 (EC 2.3.2.27) (EC 3.1.-.-) (Fragment)		Mus musculus (Mouse)	115
Q8BXH8	1	Q8BXH8_MOUSE	unreviewed	Integrator complex subunit 10	Ints10	Mus musculus (Mouse)	383
Q8BYY2	1	Q8BYY2_MOUSE	unreviewed	RFX-type winged-helix domain-containing protein (Fragment)	Rfx1	Mus musculus (Mouse)	695
Q8BI94	1	Q8BI94_MOUSE	unreviewed	Uncharacterized protein	Tshz3 Zfp537	Mus musculus (Mouse)	232
Q3TIJ5	1	Q3TIJ5_MOUSE	unreviewed	Ribosome biogenesis protein BOP1 (Block of proliferation 1 protein)	Bop1 BOP1	Mus musculus (Mouse)	731
A1JVI7	1	A1JVI7_MOUSE	unreviewed	Homeobox protein	Dux4	Mus musculus (Mouse)	674
G3UWU3	1	G3UWU3_MOUSE	unreviewed	Zinc finger protein (EC 2.1.1.-)	Prdm5	Mus musculus (Mouse)	501
Q3UDK0	1	Q3UDK0_MOUSE	unreviewed	I-kappa-B kinase (EC 2.7.11.10) (Fragment)	Chuk	Mus musculus (Mouse)	671
A0A3Q4EIE2	1	A0A3Q4EIE2_MOUSE	unreviewed	Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 (EC 2.1.1.57) (Cap1 2'O-ribose methyltransferase 1) (Fragment)	Cmtr1	Mus musculus (Mouse)	147
Z4YL66	1	Z4YL66_MOUSE	unreviewed	Chromatin-remodeling ATPase INO80 (EC 3.6.4.-)	Ino80	Mus musculus (Mouse)	1141
D3Z3K7	1	D3Z3K7_MOUSE	unreviewed	E3 SUMO-protein ligase EGR2	Egr2	Mus musculus (Mouse)	412
Q3UG81	1	Q3UG81_MOUSE	unreviewed	Serine/threonine-protein kinase PLK (EC 2.7.11.21) (Polo-like kinase)	Plk1	Mus musculus (Mouse)	603
D3Z726	1	D3Z726_MOUSE	unreviewed	Forkhead box protein P4	Foxp4	Mus musculus (Mouse)	683
D3YYD1	1	D3YYD1_MOUSE	unreviewed	PR domain zinc finger protein 10 (PR domain-containing protein 10)	Prdm10	Mus musculus (Mouse)	1135
Q3UWY2	1	Q3UWY2_MOUSE	unreviewed	[Histone H3]-lysine(4) N-methyltransferase (EC 2.1.1.364) (Fragment)	Kmt2c Mll3	Mus musculus (Mouse)	865
A0A087WRV7	1	A0A087WRV7_MOUSE	unreviewed	Retinoblastoma-binding protein 5 (Fragment)	Rbbp5	Mus musculus (Mouse)	149
F6W963	1	F6W963_MOUSE	unreviewed	Homeobox protein Hox-D8	Hoxd8	Mus musculus (Mouse)	107
A0A1W2P6V6	1	A0A1W2P6V6_MOUSE	unreviewed	Nuclear protein MDM1	Mdm1	Mus musculus (Mouse)	240
A0A494B920	1	A0A494B920_MOUSE	unreviewed	Teashirt homolog 1	Tshz1	Mus musculus (Mouse)	820
F6WSY2	1	F6WSY2_MOUSE	unreviewed	Exportin-6 (Fragment)	Xpo6	Mus musculus (Mouse)	255
G3UXU9	1	G3UXU9_MOUSE	unreviewed	Cone-rod homeobox protein (Fragment)	Crx	Mus musculus (Mouse)	208
E9PUP8	1	E9PUP8_MOUSE	unreviewed	Zinc finger protein 711	Zfp711	Mus musculus (Mouse)	805
E9PV51	1	E9PV51_MOUSE	unreviewed	Menin	Men1	Mus musculus (Mouse)	64
Q3U2C1	1	Q3U2C1_MOUSE	unreviewed	Homeobox domain-containing protein	Meis3 Mrg2	Mus musculus (Mouse)	361
A0A286YCN3	1	A0A286YCN3_MOUSE	unreviewed	Adenosine kinase (AK) (EC 2.7.1.20) (Adenosine 5'-phosphotransferase) (Fragment)	Adk	Mus musculus (Mouse)	123
A0A1W2P736	1	A0A1W2P736_MOUSE	unreviewed	Estrogen receptor beta (Nuclear receptor subfamily 3 group A member 2)	Esr2	Mus musculus (Mouse)	567
V9GXB8	1	V9GXB8_MOUSE	unreviewed	Pre-B-cell leukemia transcription factor 2	Pbx2	Mus musculus (Mouse)	370
E9Q5T2	1	E9Q5T2_MOUSE	unreviewed	Interferon regulatory factor 5 (Fragment)	Irf5	Mus musculus (Mouse)	80
B9EKQ3	1	B9EKQ3_MOUSE	unreviewed	Prdm2 protein	Prdm2	Mus musculus (Mouse)	1670
Q0VGI9	1	Q0VGI9_MOUSE	unreviewed	Gata5 protein	Gata5	Mus musculus (Mouse)	271
Q3UFW4	1	Q3UFW4_MOUSE	unreviewed	Histone acetyltransferase (EC 2.3.1.48) (Fragment)	Kat6a Myst3	Mus musculus (Mouse)	277
Q6NWW0	1	Q6NWW0_MOUSE	unreviewed	Sox6 protein	Sox6	Mus musculus (Mouse)	787
Q8BRD4	1	Q8BRD4_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Clspn	Mus musculus (Mouse)	181
Q5XJE3	1	Q5XJE3_MOUSE	unreviewed	Sox14 protein (Fragment)	Sox14	Mus musculus (Mouse)	401
Q6P1Z7	1	Q6P1Z7_MOUSE	unreviewed	Zic3 protein (Fragment)	Zic3	Mus musculus (Mouse)	322
Q3TSV3	1	Q3TSV3_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Clspn	Mus musculus (Mouse)	257
A5A9W4	1	A5A9W4_MOUSE	unreviewed	GLI-Kruppel family member (Fragment)	Gli2	Mus musculus (Mouse)	235
E0CYI0	1	E0CYI0_MOUSE	unreviewed	Homeobox protein TGIF1 (Fragment)	Tgif1	Mus musculus (Mouse)	158
A0A087WRZ5	1	A0A087WRZ5_MOUSE	unreviewed	TAR DNA-binding protein 43	Tardbp	Mus musculus (Mouse)	285
Q3V0Q3	1	Q3V0Q3_MOUSE	unreviewed	Uncharacterized protein	Nemp1 BC030440 Tmem194	Mus musculus (Mouse)	388
E9PAI8	1	E9PAI8_MOUSE	unreviewed	Homeodomain protein Nkx-1.2T5.1 (Fragment)	Nkx1-2 Nkx-1.2	Mus musculus (Mouse)	179
Q3TE59	1	Q3TE59_MOUSE	unreviewed	Integrator complex subunit 10	Ints10	Mus musculus (Mouse)	155
Q3V1X1	1	Q3V1X1_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Mycbp	Mus musculus (Mouse)	78
Q3TEI2	1	Q3TEI2_MOUSE	unreviewed	C2H2-type domain-containing protein (Fragment)	Zfp280d Suhw4	Mus musculus (Mouse)	693
Q8BS64	1	Q8BS64_MOUSE	unreviewed	Pituitary homeobox 2	Pitx2	Mus musculus (Mouse)	164
B2RSE8	1	B2RSE8_MOUSE	unreviewed	Sine oculis-related homeobox 6 homolog (Drosophila)	Six6	Mus musculus (Mouse)	246
Q921K2	1	Q921K2_MOUSE	unreviewed	Poly [ADP-ribose] polymerase (EC 2.4.2.30)	Parp1 Adprt1	Mus musculus (Mouse)	1014
Q80UL2	1	Q80UL2_MOUSE	unreviewed	Tead2 protein (Transcriptional enhancer factor TEF-4)	Tead2	Mus musculus (Mouse)	410
F6TTJ9	1	F6TTJ9_MOUSE	unreviewed	Transcriptional enhancer factor TEF-5	Tead3	Mus musculus (Mouse)	439
Q496Q7	1	Q496Q7_MOUSE	unreviewed	Hoxb9 protein	Hoxb9	Mus musculus (Mouse)	72
Q543Z9	1	Q543Z9_MOUSE	unreviewed	Uncharacterized protein	Jrk	Mus musculus (Mouse)	557
Q3LIG2	1	Q3LIG2_MOUSE	unreviewed	PPAR gamma coactivator variant form (Peroxisome proliferator-activated receptor gamma coactivator 1-alpha)	Ppargc1a PGC-1v	Mus musculus (Mouse)	270
Q60I23	1	Q60I23_MOUSE	unreviewed	Sox2 protein (Transcription factor SOX-2) (Transcriptional factor SOX2)	Sox2	Mus musculus (Mouse)	319
Q6VSS7	1	Q6VSS7_MOUSE	unreviewed	Reproductive homeobox 8 (TOX)	Rhox8 Tox	Mus musculus (Mouse)	320
Q8BH76	1	Q8BH76_MOUSE	unreviewed	DNA polymerase delta subunit 3	Pold3	Mus musculus (Mouse)	461
Q8C9M8	1	Q8C9M8_MOUSE	unreviewed	Zinc finger protein 446	Zfp446	Mus musculus (Mouse)	523
Q3V2K7	1	Q3V2K7_MOUSE	unreviewed	RIKEN cDNA 1700123L14 gene	1700123L14Rik	Mus musculus (Mouse)	440
O88933	1	O88933_MOUSE	unreviewed	"Extraembryonic, spermatogenesis, homeobox 1 (Homeobox protein SPX1) (Homeodomain protein EPX)"	Esx1 Epx	Mus musculus (Mouse)	382
Q3U0R5	1	Q3U0R5_MOUSE	unreviewed	GATA binding protein 3	Gata3	Mus musculus (Mouse)	443
L7N451	1	L7N451_MOUSE	unreviewed	Interferon-induced very large GTPase 1	Gvin1	Mus musculus (Mouse)	2427
B6ZND8	1	B6ZND8_MOUSE	unreviewed	"Cone-rod homeobox, opposite strand (EGAM1N)"	Crxos Crxos1 Egam1n	Mus musculus (Mouse)	120
Q3UYX7	1	Q3UYX7_MOUSE	unreviewed	RWD domain-containing protein 3	Rwdd3	Mus musculus (Mouse)	267
B2RX31	1	B2RX31_MOUSE	unreviewed	Zinc finger and SCAN domain-containing 25 (Zinc finger protein 498)	Zscan25 Zfp498	Mus musculus (Mouse)	543
Q9DAY6	1	Q9DAY6_MOUSE	unreviewed	Yae1 domain-containing 1	Yae1d1 1600012F09Rik	Mus musculus (Mouse)	216
B2RVP5	1	B2RVP5_MOUSE	unreviewed	Histone H2A	H2az2 H2afv	Mus musculus (Mouse)	128
Q78ZM1	1	Q78ZM1_MOUSE	unreviewed	Nuclear receptor 2E1	Nr2e1	Mus musculus (Mouse)	385
Q3UCC5	1	Q3UCC5_MOUSE	unreviewed	PEST proteolytic signal-containing nuclear protein	Pcnp	Mus musculus (Mouse)	178
Q6PAK4	1	Q6PAK4_MOUSE	unreviewed	Zinc finger protein with KRAB and SCAN domains 5 (Zkscan5 protein)	Zkscan5 Zfp95	Mus musculus (Mouse)	746
Q1HL35	1	Q1HL35_MOUSE	unreviewed	Dual specificity protein phosphatase (EC 3.1.3.16) (EC 3.1.3.48)	Dusp5	Mus musculus (Mouse)	384
Q5FWJ5	1	Q5FWJ5_MOUSE	unreviewed	Heterogeneous nuclear ribonucleoprotein K	Hnrnpk Hnrpk	Mus musculus (Mouse)	464
Q8BJR1	1	Q8BJR1_MOUSE	unreviewed	ETS translocation variant 5	Etv5	Mus musculus (Mouse)	528
B2RVF0	1	B2RVF0_MOUSE	unreviewed	Histone H2A	Hist1h2ad	Mus musculus (Mouse)	130
Q52L78	1	Q52L78_MOUSE	unreviewed	Alpha-crystallin B chain (Alpha(B)-crystallin)	Cryab	Mus musculus (Mouse)	175
Q0VGP9	1	Q0VGP9_MOUSE	unreviewed	Calpain-3 (EC 3.4.22.54)	Capn3	Mus musculus (Mouse)	709
Q3US59	1	Q3US59_MOUSE	unreviewed	Cyclic AMP-dependent transcription factor ATF-7	Gm28047	Mus musculus (Mouse)	414
B7ZMS4	1	B7ZMS4_MOUSE	unreviewed	Proteasome subunit alpha type	Psma8	Mus musculus (Mouse)	210
Q5SW18	1	Q5SW18_MOUSE	unreviewed	Platelet-activating factor acetylhydrolase IB subunit alpha (Lissencephaly-1 protein) (LIS-1) (PAF acetylhydrolase 45 kDa subunit) (PAF-AH 45 kDa subunit) (PAF-AH alpha) (PAFAH alpha)	Pafah1b1 LIS1 PAFAH1B1	Mus musculus (Mouse)	410
Q91X41	1	Q91X41_MOUSE	unreviewed	"Nr1h3 protein (Nuclear receptor subfamily 1 group H member 3) (Nuclear receptor subfamily 1, group H, member 3)"	Nr1h3	Mus musculus (Mouse)	445
Q3U1P4	1	Q3U1P4_MOUSE	unreviewed	Uncharacterized protein	Rora	Mus musculus (Mouse)	467
Q14AF6	1	Q14AF6_MOUSE	unreviewed	Small nuclear ribonucleoprotein Sm D2 (Sm-D2) (snRNP core protein D2)	Snrpd2 SNRPD2	Mus musculus (Mouse)	118
Q542I2	1	Q542I2_MOUSE	unreviewed	DNA replication licensing factor MCM6 (EC 3.6.4.12)	Mcm6	Mus musculus (Mouse)	821
Q7TNE6	1	Q7TNE6_MOUSE	unreviewed	Double homeobox B-like (Double homeobox B-like 1) (Double homeodomain protein)	Duxbl1 Duxbl	Mus musculus (Mouse)	350
Q9ERL0	1	Q9ERL0_MOUSE	unreviewed	"Btk-PH-domain binding protein (Myeloid/lymphoid or mixed-lineage leukemia (Trithorax homolog, Drosophila) translocated to, 1) (Myeloid/lymphoid or mixed-lineage leukemia; translocated to, 1)"	Mllt1	Mus musculus (Mouse)	547
Q3V1F7	1	Q3V1F7_MOUSE	unreviewed	E74-like factor 5	Elf5 RP23-445A5.2-001	Mus musculus (Mouse)	253
Q4FJM2	1	Q4FJM2_MOUSE	unreviewed	Cyclin-dependent kinase inhibitor 1B (Cyclin-dependent kinase inhibitor p27) (p27Kip1)	Cdkn1b	Mus musculus (Mouse)	197
E9PUD6	1	E9PUD6_MOUSE	unreviewed	Zinc finger and SCAN domain-containing 18	Zscan18	Mus musculus (Mouse)	809
E9Q9S3	1	E9Q9S3_MOUSE	unreviewed	U3 small nucleolar RNA-associated protein 14 homolog B	Utp14b	Mus musculus (Mouse)	780
Q80WF9	1	Q80WF9_MOUSE	unreviewed	Visual system homeobox 2 (Ceh-10 homeodomain-containing homolog) (Homeobox protein CHX10)	Vsx2 Chx10	Mus musculus (Mouse)	361
Q3U4T8	1	Q3U4T8_MOUSE	unreviewed	DNA replication licensing factor MCM7 (EC 3.6.4.12)	Mcm7 MCM7	Mus musculus (Mouse)	719
A0A1W2P7K2	1	A0A1W2P7K2_MOUSE	unreviewed	Histone chaperone ASF1A	Asf1a	Mus musculus (Mouse)	134
A1A550	1	A1A550_MOUSE	unreviewed	Transcription factor 3 (Transcription factor 7-like 1)	Tcf7l1 Tcf3	Mus musculus (Mouse)	585
Q9D6X8	1	Q9D6X8_MOUSE	unreviewed	Zinc finger with KRAB and SCAN domains 14 (Zkscan14 protein)	Zkscan14 Zfp99	Mus musculus (Mouse)	146
Q545G0	1	Q545G0_MOUSE	unreviewed	Proteasome subunit beta	Psmb3	Mus musculus (Mouse)	205
Q3UKG7	1	Q3UKG7_MOUSE	unreviewed	Transcription factor EB	Tfeb Tcfeb	Mus musculus (Mouse)	534
A6PWS5	1	A6PWS5_MOUSE	unreviewed	Macrophage-capping protein (Actin regulatory protein CAP-G) (Fragment)	Gsn	Mus musculus (Mouse)	251
Q922I7	1	Q922I7_MOUSE	unreviewed	Polypyrimidine tract-binding protein 1	Ptbp1	Mus musculus (Mouse)	555
H8ZX66	1	H8ZX66_MOUSE	unreviewed	Sex-determining region Y protein (Testis-determining factor) (Fragment)	Sry	Mus musculus (Mouse)	302
Q543F8	1	Q543F8_MOUSE	unreviewed	Origin recognition complex subunit 2	Orc2 Orc2l	Mus musculus (Mouse)	576
Q5U4D4	1	Q5U4D4_MOUSE	unreviewed	POU domain protein	Pou6f1	Mus musculus (Mouse)	576
I7HIP8	1	I7HIP8_MOUSE	unreviewed	Nuclear factor 1	Nfib RP24-231F12.1-001	Mus musculus (Mouse)	493
Q569E5	1	Q569E5_MOUSE	unreviewed	Cellular tumor antigen p53	Trp63	Mus musculus (Mouse)	393
Q52KB8	1	Q52KB8_MOUSE	unreviewed	Homeobox protein SIX3 (Six3 protein)	Six3	Mus musculus (Mouse)	347
G3UZH0	1	G3UZH0_MOUSE	unreviewed	Protein mago nashi homolog 2 (Fragment)	Magohb	Mus musculus (Mouse)	44
Q3TVH6	1	Q3TVH6_MOUSE	unreviewed	ETS domain-containing protein	Elf2	Mus musculus (Mouse)	581
Q3TDV8	1	Q3TDV8_MOUSE	unreviewed	Zinc finger protein 444	Zfp444	Mus musculus (Mouse)	331
Q3UT54	1	Q3UT54_MOUSE	unreviewed	Oocyte-specific homeobox 3	Obox3	Mus musculus (Mouse)	335
Q569X3	1	Q569X3_MOUSE	unreviewed	U1 small nuclear ribonucleoprotein C (U1 snRNP C) (U1-C) (U1C)	Snrpc Snrp1c SNRPC	Mus musculus (Mouse)	159
H8ZX96	1	H8ZX96_MOUSE	unreviewed	Sex-determining region Y protein (Testis-determining factor) (Fragment)	Sry	Mus musculus (Mouse)	300
Q8BG45	1	Q8BG45_MOUSE	unreviewed	T-box domain-containing protein	Tbx3	Mus musculus (Mouse)	130
Q5HZI8	1	Q5HZI8_MOUSE	unreviewed	Replication factor C (Activator 1) 5	Rfc5	Mus musculus (Mouse)	339
Q149H7	1	Q149H7_MOUSE	unreviewed	Centromere protein U (MLF1-interacting protein)	Cenpu Mlf1ip	Mus musculus (Mouse)	410
Q3UG25	1	Q3UG25_MOUSE	unreviewed	RHD domain-containing protein	Nfkb2	Mus musculus (Mouse)	899
Q8BS67	1	Q8BS67_MOUSE	unreviewed	Probable global transcription activator SNF2L1	Smarca1	Mus musculus (Mouse)	381
Q3UMQ7	1	Q3UMQ7_MOUSE	unreviewed	C2H2-type domain-containing protein	Zfp280b Suhw2	Mus musculus (Mouse)	534
Q8R2N6	1	Q8R2N6_MOUSE	unreviewed	Tead3 protein (Fragment)	Tead3 DTEF-1 ETFR-1 TEAD-3 TEF-5	Mus musculus (Mouse)	158
Q8BFR8	1	Q8BFR8_MOUSE	unreviewed	PBC domain-containing protein	Pbx1	Mus musculus (Mouse)	102
Q9CY05	1	Q9CY05_MOUSE	unreviewed	Mediator of RNA polymerase II transcription subunit 8 (Mediator complex subunit 8)	Med8 MED8	Mus musculus (Mouse)	179
B2RWR0	1	B2RWR0_MOUSE	unreviewed	Homeo box C4 (Hoxc4 protein)	Hoxc4	Mus musculus (Mouse)	264
D4Q8H8	1	D4Q8H8_MOUSE	unreviewed	GLI-Kruppel family member GLI1 splice variant (Fragment)	Gli1	Mus musculus (Mouse)	93
Q545S6	1	Q545S6_MOUSE	unreviewed	Transcription elongation factor 1 homolog	Elof1	Mus musculus (Mouse)	83
Q2M4I6	1	Q2M4I6_MOUSE	unreviewed	SCAN domain-containing 1 (Scand1)	Scand1	Mus musculus (Mouse)	142
Q2MDG0	1	Q2MDG0_MOUSE	unreviewed	Reproductive homeobox 4D (Uncharacterized protein Rhox4.4)	Rhox4d Rhox4.4	Mus musculus (Mouse)	205
Q9QX99	1	Q9QX99_MOUSE	unreviewed	"T-cell leukemia homeobox protein 1 (T-cell leukemia, homeobox 1) (Transcription factor)"	Tlx1 Hox11	Mus musculus (Mouse)	333
Q8BSW9	1	Q8BSW9_MOUSE	unreviewed	Uncharacterized protein	Nemp2 Tmem194b	Mus musculus (Mouse)	151
Q3TG35	1	Q3TG35_MOUSE	unreviewed	Uncharacterized protein	Rad21	Mus musculus (Mouse)	635
Q3V3X3	1	Q3V3X3_MOUSE	unreviewed	Transcription factor	Tfdp1	Mus musculus (Mouse)	410
Q3THA4	1	Q3THA4_MOUSE	unreviewed	Deoxynucleotidyltransferase terminal-interacting protein 1 (Terminal deoxynucleotidyltransferase-interacting factor 1)	Dnttip1	Mus musculus (Mouse)	328
F6WYR6	1	F6WYR6_MOUSE	unreviewed	Cyclin-L1	Ccnl1	Mus musculus (Mouse)	178
Q8BHC2	1	Q8BHC2_MOUSE	unreviewed	IST1 homolog (Charged multivesicular body protein 8)	Ist1 2400003C14Rik	Mus musculus (Mouse)	285
Q8C526	1	Q8C526_MOUSE	unreviewed	Cellular tumor antigen p53 (Fragment)	Trp53	Mus musculus (Mouse)	314
Q3U5M1	1	Q3U5M1_MOUSE	unreviewed	Interferon regulatory factor	Irf1	Mus musculus (Mouse)	304
B2RPU6	1	B2RPU6_MOUSE	unreviewed	Nuclear protein MDM1	Mdm1	Mus musculus (Mouse)	718
Q545K4	1	Q545K4_MOUSE	unreviewed	Eukaryotic translation initiation factor 6 (eIF-6)	Eif6 EIF6 ITGB4BP Itgb4bp	Mus musculus (Mouse)	245
B2RTN3	1	B2RTN3_MOUSE	unreviewed	Zinc finger and SCAN domain-containing 5B	Zscan5b	Mus musculus (Mouse)	468
Q920D1	1	Q920D1_MOUSE	unreviewed	Rx/rax homeoprotein (Fragment)		Mus musculus (Mouse)	161
Q4ZGD8	1	Q4ZGD8_MOUSE	unreviewed	Nuclear RNA export factor 2 (Nuclear export factor 2) (Nxf2 protein)	Nxf2 NXF2	Mus musculus (Mouse)	691
B9EII5	1	B9EII5_MOUSE	unreviewed	Forkhead box B2	Foxb2	Mus musculus (Mouse)	428
Q148S3	1	Q148S3_MOUSE	unreviewed	RNA-binding protein NOB1	Nob1	Mus musculus (Mouse)	403
Q149X8	1	Q149X8_MOUSE	unreviewed	Zinc finger protein 397 opposite strand	Zscan30 Zfp397os	Mus musculus (Mouse)	152
Q80ST6	1	Q80ST6_MOUSE	unreviewed	"Farnesoid X receptor beta (Farnesoid X receptor beta splice variant 1) (Nuclear receptor subfamily 1, group H, member 5)"	Nr1h5	Mus musculus (Mouse)	505
Q3TWH3	1	Q3TWH3_MOUSE	unreviewed	Proline-rich nuclear receptor coactivator 1	Pnrc1	Mus musculus (Mouse)	297
Q3ZB14	1	Q3ZB14_MOUSE	unreviewed	Early growth response protein 3 (Egr3 protein)	Egr3	Mus musculus (Mouse)	349
Q6PDC1	1	Q6PDC1_MOUSE	unreviewed	Visual system homeobox 2 (Ceh-10 homeodomain-containing homolog) (Homeobox protein CHX10)	Vsx2 Chx10	Mus musculus (Mouse)	380
Q3UKR0	1	Q3UKR0_MOUSE	unreviewed	Death domain-associated protein 6 (Daxx)	Daxx	Mus musculus (Mouse)	740
Q3TJY5	1	Q3TJY5_MOUSE	unreviewed	RED_N domain-containing protein (Fragment)	Ik	Mus musculus (Mouse)	301
Q3U5D1	1	Q3U5D1_MOUSE	unreviewed	POU domain protein	Pou2f3	Mus musculus (Mouse)	419
G3XA39	1	G3XA39_MOUSE	unreviewed	Nuclear respiratory factor 1	Nrf1	Mus musculus (Mouse)	449
Q3TYM2	1	Q3TYM2_MOUSE	unreviewed	Homeobox protein Meis2	Meis2 Mrg1	Mus musculus (Mouse)	393
Q8CAP3	1	Q8CAP3_MOUSE	unreviewed	UV excision repair protein RAD23	Rad23a	Mus musculus (Mouse)	362
E9Q5M3	1	E9Q5M3_MOUSE	unreviewed	S100P-binding protein (Fragment)	S100pbp	Mus musculus (Mouse)	327
H3BK01	1	H3BK01_MOUSE	unreviewed	TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L	Taf6l	Mus musculus (Mouse)	623
Q7M6X2	1	Q7M6X2_MOUSE	unreviewed	Regulator of sex-limitation candidate 16 (Zinc finger protein 874b)	Zfp874b Rslcan16	Mus musculus (Mouse)	447
Q80XR6	1	Q80XR6_MOUSE	unreviewed	Heterogeneous nuclear ribonucleoprotein A/B (Hnrpab protein)	Hnrnpab Hnrpab	Mus musculus (Mouse)	311
Q99K73	1	Q99K73_MOUSE	unreviewed	Nrf1 protein (Nuclear respiratory factor 1)	Nrf1	Mus musculus (Mouse)	534
Q3UX53	1	Q3UX53_MOUSE	unreviewed	CAF1C_H4-bd domain-containing protein	Rbbp7	Mus musculus (Mouse)	391
Q542T3	1	Q542T3_MOUSE	unreviewed	Interferon regulatory factor 7	Irf7	Mus musculus (Mouse)	457
B2RQ30	1	B2RQ30_MOUSE	unreviewed	Homeobox protein Mohawk (Mohawk homeobox)	Mkx	Mus musculus (Mouse)	354
Q3TG23	1	Q3TG23_MOUSE	unreviewed	Uncharacterized protein	Zcchc17	Mus musculus (Mouse)	241
Q921T5	1	Q921T5_MOUSE	unreviewed	[Histone H3]-trimethyl-L-lysine(4) demethylase (EC 1.14.11.67)	Kdm5a Jarid1a	Mus musculus (Mouse)	621
Q3U320	1	Q3U320_MOUSE	unreviewed	GATA binding protein 2	Gata2	Mus musculus (Mouse)	480
Q569V4	1	Q569V4_MOUSE	unreviewed	MRG15 protein (Mortality factor 4 like 1)	Morf4l1 MRG15	Mus musculus (Mouse)	323
