From	Entry	Protein names	Gene Names	Organism	Length
Q7JUS1	Q7JUS1	AT09608p (Uncharacterized protein, isoform A (EC 1.1.1.300)) (Uncharacterized protein, isoform B)	CG30491;CG30495 CG17986 CG2074 Dmel\CG30491 CG30491 Dmel_CG30491	Drosophila melanogaster (Fruit fly)	331
Q9VYW4	Q9VYW4	LD04461p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B (EC 3.6.1.3))	Dmel\CG1703 CG1703 Dmel_CG1703	Drosophila melanogaster (Fruit fly)	901
Q9VB69	Q9VB69	Malic enzyme	Men-b anon-EST:Posey79 Dmel\CG5889 MDH Mdh CG5889 Dmel_CG5889	Drosophila melanogaster (Fruit fly)	617
Q8MQY3	A1Z8R8	Presenilins-associated rhomboid-like protein, mitochondrial (EC 3.4.21.105) (Mitochondrial intramembrane-cleaving protease Parl) (Rhomboid-7)	rho-7 Parl R7 CG8972	Drosophila melanogaster (Fruit fly)	351
E1NZC4	Q8IQ70	Calcium uniporter protein, mitochondrial (Mitochondrial calcium uniporter)	MCU CG18769	Drosophila melanogaster (Fruit fly)	366
A1Z9M6	A1Z9M6	Vesicular GABA transporter	VGAT CG8394.2 Dmel\CG8394 Vgat vGAT VIAAT CG8394 Dmel_CG8394	Drosophila melanogaster (Fruit fly)	549
B7Z015	B7Z015	deleted			
O46112	O46112	Toucan protein	toc CG9660	Drosophila melanogaster (Fruit fly)	2176
Q9NCF9	Q9NCF9	Mitotic kinesin-like motor protein CENP-ana	cana CG33694	Drosophila melanogaster (Fruit fly)	1931
Q9V3P6	Q9V3P6	26S proteasome non-ATPase regulatory subunit 1 (26S proteasome regulatory complex subunit p110) (26S proteasome regulatory subunit RPN2)	Rpn2 CG11888	Drosophila melanogaster (Fruit fly)	1020
P48375	P48375	Peptidyl-prolyl cis-trans isomerase Fkbp12 (PPIase Fkbp12) (EC 5.2.1.8) (12 kDa FK506-binding protein) (12 kDa FKBP) (Macrolide-binding protein) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (Rotamase)	Fkbp12 FK506-bp2 CG11001	Drosophila melanogaster (Fruit fly)	108
P48148	P48148	Ras-like GTP-binding protein Rho1	Rho1 CG8416	Drosophila melanogaster (Fruit fly)	192
Q9VYG2	Q9VYG2	Brahma-associated protein of 60 kDa (BRM-associated protein 60)	Bap60 CG4303	Drosophila melanogaster (Fruit fly)	515
Q9VRU2	Q9VRU2	LD30746p (Logjam, isoform D) (Logjam, isoform E) (Logjam, isoform F)	loj Dmel\CG10733 l(3)04026 LOJ Loj p24 CG10733 Dmel_CG10733	Drosophila melanogaster (Fruit fly)	237
Q9W4X4	Q9W4X4	1-phosphatidylinositol 4-kinase (EC 2.7.1.67)	Pi4KIIIalpha Dmel\CG10260 EG:BACR7C10.2 l(1)17-59 l(1)3Ah l(1)VA722 l(1)zw2 PI4K PI4KIII[[alpha]] PI4KIIIA PI4KIIIalpha PI4KinaseIIIalpha Stt4 stt4 ZW-2 zw-2 zw2 CG10260 Dmel_CG10260	Drosophila melanogaster (Fruit fly)	2134
Q24495	Q24495	protein-tyrosine-phosphatase (EC 3.1.3.48)	Ptp4E CG6899	Drosophila melanogaster (Fruit fly)	1767
A8DY79	A8DY79	Bruchpilot, isoform G	brp BRP Brp Cast CG12932 CG12933 CG1931 CG30336 CG30337 CG34146 Dmel\CG42344 mAb nc82 MAbnc82 Mabnc82 mAbnc82 nc-82 NC82 Nc82 nc82 CG42344 Dmel_CG42344	Drosophila melanogaster (Fruit fly)	1786
O17445	O17445	60S ribosomal protein L15	RpL15 ZITI CG17420	Drosophila melanogaster (Fruit fly)	204
Q9V3Y5	Q9V3Y5	BcDNA.LD23634 (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B)	BcDNA.LD23634 BcDNA:LD23634 cg4119 Dmel\CG4119 CG4119 Dmel_CG4119	Drosophila melanogaster (Fruit fly)	998
P02572	P02572	Actin-42A (EC 3.6.4.-)	Act42A CG12051	Drosophila melanogaster (Fruit fly)	376
P46461	P46461	Vesicle-fusing ATPase 1 (EC 3.6.4.6) (N-ethylmaleimide-sensitive fusion protein 1) (NEM-sensitive fusion protein 1) (Protein comatose) (Vesicular-fusion protein NSF1) (dNsf-1) (NSF-1)	comt Nsf Nsf1 CG1618	Drosophila melanogaster (Fruit fly)	745
Q8SWR3	Q8SWR3	Sex peptide receptor	SPR CG16752	Drosophila melanogaster (Fruit fly)	435
Q9W410	Q9W410	GH06635p	PF1 Dmel\CG3815 Pf1 CG3815 Dmel_CG3815	Drosophila melanogaster (Fruit fly)	878
Q9VVL7	Q9VVL7	Dihydrolipoyl dehydrogenase (EC 1.8.1.4)	E3 Dmel\CG7430 CG7430 Dmel_CG7430	Drosophila melanogaster (Fruit fly)	504
Q8IQW5	Q8IQW5	RE23625p (RE52196p) (Uncharacterized protein, isoform B)	HspB8 CG14207-RB dHspB8 Dmel21.3 Dmel\CG14207 Hsp20-like protein CG14207 Dmel_CG14207	Drosophila melanogaster (Fruit fly)	192
E1JJR2	E1JJR2	Nicotinic acetylcholine receptor alpha7, isoform E	nAChRalpha7 AcR-Dalpha7 CG8082 CG8109 CT24218 Da7 Dalpha7 Dalpha7 nAChR Dalpha7-nAChR Dalpha7nAChRs Dmel\CG32538 gfA gfa jpl nAChR nAChR-Dalpha7 nAChR-gfa nAchRa7 nAcRalpha-18C nAcRalpha-7 nAcRalpha18C nj507 nj520 nj522 nj54 nj75 CG32538 Dmel_CG32538	Drosophila melanogaster (Fruit fly)	564
Q9VMJ7	Q9VMJ7	Lysine-specific demethylase lid (EC 1.14.11.67) (Histone demethylase lid) (Jumonji/ARID domain-containing protein lid) (Protein little imaginal disks) (Retinoblastoma-binding protein 2 homolog) ([histone H3]-trimethyl-L-lysine(4) demethylase lid)	lid CG9088	Drosophila melanogaster (Fruit fly)	1838
Q7KMQ6	Q7KMQ6	IP16020p (Phosphatase PTEN) (Phosphatase and tensin homolog, isoform B) (Phosphatase and tensin homolog, isoform D) (Phosphatase and tensin homolog, isoform G (EC 3.1.3.16, EC 3.1.3.48, EC 3.1.3.64, EC 3.1.3.67)) (Phosphatase and tensin homolog, isoform H)	Pten D.PTEN Dmel\CG5671 DPTEN dPTEN dPten dpten PTEN pten PTEN3 CG5671 Dmel_CG5671	Drosophila melanogaster (Fruit fly)	514
B5RJ18	B5RJ18	Ribosome maturation protein SBDS	CG8549-RA	Drosophila melanogaster (Fruit fly)	260
Q8IN78	Q8IN78	Mitochondrial import inner membrane translocase subunit Tim22	Tim22 CG31229	Drosophila melanogaster (Fruit fly)	195
Q9VXR5	Q9VXR5	LD02975p (Uncharacterized protein, isoform B) (Uncharacterized protein, isoform C (EC 3.6.1.3)) (Uncharacterized protein, isoform D)	Dmel\CG9281 BEST:LD38280 CG9281 Dmel_CG9281	Drosophila melanogaster (Fruit fly)	611
Q01604	Q01604	Phosphoglycerate kinase (EC 2.7.2.3)	Pgk CG3127	Drosophila melanogaster (Fruit fly)	415
Q960T2	Q960T2	Synapse-associated protein of 47 kDa	Sap47 CG8884	Drosophila melanogaster (Fruit fly)	551
Q9VI53	Q9VI53	LD44267p	Dmel\CG1105 CG1105 Dmel_CG1105	Drosophila melanogaster (Fruit fly)	422
B5RIN9	B5RIN9	FI03684p	CG10512-RA	Drosophila melanogaster (Fruit fly)	503
Q29QE1	Q29QE1	GH15984p (Rho GTPase activating protein at 1A, isoform A) (Rho GTPase activating protein at 1A, isoform B)	RhoGAP1A BCR CG17617 CG17960 CG40453 Dmel\CG40494 EG:23E12.2 EG:23E12.5 RhoGAP rhoGAP1A CG40494 Dmel_CG40494	Drosophila melanogaster (Fruit fly)	1403
B6IDV0	B6IDV0	LD14047p	dsd-RA	Drosophila melanogaster (Fruit fly)	1333
Q9VLP2	Q9VLP2	Protein quiver (Protein sleepless)	Dmel\CG7781 CG7781 Dmel_CG7781	Drosophila melanogaster (Fruit fly)	147
Q9VP05	Q9VP05	Mediator of RNA polymerase II transcription subunit 1 (Mediator complex subunit 1) (dTRAP220)	MED1 Trap220 CG7162	Drosophila melanogaster (Fruit fly)	1475
Q9VW49	Q9VW49	deleted			
Q9W003	Q9W003	Spinophilin, isoform S	Spn BcDNA:GM16129 c62E-5 Dmel\CG16757 E62 EL62 l(3)06911 spn CG16757 Dmel_CG16757	Drosophila melanogaster (Fruit fly)	2119
Q9W1Q8	Q9W1Q8	Eukaryotic translation initiation factor 2B subunit delta, isoform A (LD05345p)	eIF2Bdelta Dmel\CG10315 eIF2B-delta CG10315 Dmel_CG10315	Drosophila melanogaster (Fruit fly)	626
B7Z0X3	B7Z0X3	Rugose, isoform O	rg AKAP Akap550 CG15464 CG15466 CG6775 DAKAP550 Dmel\CG44835 fas CG44835 Dmel_CG44835	Drosophila melanogaster (Fruit fly)	3400
A1ZBE9	A1ZBE9	Methionine--tRNA ligase, cytoplasmic (EC 6.1.1.10) (Methionyl-tRNA synthetase)	MetRS anon-EST:Liang-2.15 clone 2.15 Dmel\CG15100 dMetRS MRS p120 CG15100 Dmel_CG15100	Drosophila melanogaster (Fruit fly)	1022
Q8IGS7	Q8IGS7	RE36563p	ps CG42670	Drosophila melanogaster (Fruit fly)	605
Q9W158	Q9W158	LD36772p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform C)	Dmel\CG4612 cg4612 CG4612 Dmel_CG4612	Drosophila melanogaster (Fruit fly)	307
Q9VN39	Q9VN39	RE74585p (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform C) (Uncharacterized protein, isoform E)	Dmel\CG9775 CG9775 Dmel_CG9775	Drosophila melanogaster (Fruit fly)	421
Q9VXI6	Q9VXI6	Cytochrome b-c1 complex subunit 7	UQCR-14 anon-EST:Posey167 BcDNA:RH44664 Dmel\CG3560 UCR6 Ucrh Ucrh 14KDa CG3560 Dmel_CG3560	Drosophila melanogaster (Fruit fly)	111
Q7KVD1	Q7KVD1	Trio, isoform A (Trio, isoform C (EC 2.7.11.-))	trio 0368/10 0959/14 1372/03 1386/06 BEST:LD36950 CG9208 Dmel\CG18214 DTrio dTrio l(3)036810 l(3)6D104 l(3)S036810 l(3)S095914 l(3)S137203 l(3)S138606 l(3)S[1372/3] l(3)S[1386/06] l(3)trio M89 TRIO Trio UNC-73/Trio CG18214 Dmel_CG18214	Drosophila melanogaster (Fruit fly)	2263
Q059A4	Q059A4	Transmembrane protein 186	Dmel\CG4627 CG4627 Dmel_CG4627	Drosophila melanogaster (Fruit fly)	204
Q9VYM7	Q9VYM7	Uncharacterized protein, isoform C	Pripl4 BcDNA:RE29468 CG15926 CG17788 Dmel\CG42258 CG42258 Dmel_CG42258	Drosophila melanogaster (Fruit fly)	465
O46094	O46094	phosphoinositide 5-phosphatase (EC 3.1.3.36)	Ocrl Dmel\CG3573 dOCRL dOcrl docrl EG:86E4.5 ocrl CG3573 Dmel_CG3573	Drosophila melanogaster (Fruit fly)	850
Q8IGE3	Q8IGE3	RH42907p	CG32032	Drosophila melanogaster (Fruit fly)	311
Q9VWF0	Q9VWF0	LP01149p	Dmel\CG12237 16769716 CG12237 Dmel_CG12237	Drosophila melanogaster (Fruit fly)	306
Q9VF45	Q9VF45	GH25012p	Dmel\CG5404 CG5404 Dmel_CG5404	Drosophila melanogaster (Fruit fly)	627
P61851	P61851	Superoxide dismutase [Cu-Zn] (EC 1.15.1.1) (Superoxide dismutase 1)	Sod1 Sod CG11793	Drosophila melanogaster (Fruit fly)	153
A8JNN5	A8JNN5	GTPase activating protein and centrosome-associated, isoform B	GAPcenA Dmel\CG7112 FBgn 35879 FBgn0035879 GapcenA CG7112 Dmel_CG7112	Drosophila melanogaster (Fruit fly)	1194
O18640	O18640	Guanine nucleotide-binding protein subunit beta-like protein (Receptor of activated protein kinase C homolog)	Rack1 CG7111	Drosophila melanogaster (Fruit fly)	318
Q9VKT9	Q9VKT9	Lipase	Lip4 dLip4 dlip4 Dmel\CG6113 lip4 CG6113 Dmel_CG6113	Drosophila melanogaster (Fruit fly)	434
Q8IH40	Q8IH40	GH26447p (Glial cell line-derived neurotrophic family receptor-like, isoform K)	Gfrl BcDNA:GH26447 CG17203 CG17204 CG17205 CG17208 CG33518 CG34118 CG34119 CG42401 CG42625 CG42801 CG4342 dGFRLA dGFRLAb Dmel\CG43224 DmGfrl mun CG43224 Dmel_CG43224	Drosophila melanogaster (Fruit fly)	214
D2NUJ5	D2NUJ5	Acyl carrier protein	mtacp1-RA	Drosophila melanogaster (Fruit fly)	170
Q7JY99	Q7JY99	glycerol kinase (EC 2.7.1.30)	Dmel\CG8298 CG8298 Dmel_CG8298	Drosophila melanogaster (Fruit fly)	596
Q8IGT0	Q8IGT0	Protein transport protein SEC23	Sec23 sec23 CG1250	Drosophila melanogaster (Fruit fly)	773
Q9VMS1	Q9VMS1	Cyclope, isoform A (EC 1.9.3.1) (Cyclope, isoform B) (Cyclope, isoform C) (Cytochrome c oxidase subunit VIc) (GEO10004p1)	cype BcDNA:GH04604 CG18323 COX6C Cox6c COXH COXVIc Cyc cyc cyclope Cype Dmel\CG14028 l(2)03771 VIc CG14028 Dmel_CG14028	Drosophila melanogaster (Fruit fly)	77
Q9VY44	Q9VY44	mRNA-capping enzyme [Includes: mRNA 5'-triphosphate monophosphatase (EC 3.6.1.74) (mRNA 5'-phosphatase); mRNA guanylyltransferase (EC 2.7.7.50) (GTP--RNA guanylyltransferase) (GTase)]	mRNA-cap Dmel\CG1810 mRNA-capping-enzyme PIR CG1810 Dmel_CG1810	Drosophila melanogaster (Fruit fly)	649
Q9VNC7	Q9VNC7	GH09711p (Sodium potassium chloride cotransporter, isoform B)	NKCC CG10544 CG2509 Dmel\CG31547 CG31547 Dmel_CG31547	Drosophila melanogaster (Fruit fly)	1068
Q9VWE0	Q9VWE0	Cytokine receptor (Protein domeless)	dome CG14226	Drosophila melanogaster (Fruit fly)	1282
Q9VH85	Q9VH85	GH14967p (Sidestep VII, isoform A) (Sidestep VII, isoform B)	side-VII 12950 CT32101 Dmel\CG12950 CG12950 Dmel_CG12950	Drosophila melanogaster (Fruit fly)	939
Q9NHD5	Q9NHD5	Probable N-acetyltransferase san (EC 2.3.1.258) (N-epsilon-acetyltransferase san) (EC 2.3.1.-) (Protein atado) (Protein separation anxiety)	san span CG12352	Drosophila melanogaster (Fruit fly)	184
Q29R20	Q29R20	Dipeptidase (EC 3.4.13.19)	CG34420 CG14126 CG14129 CG5917 Dmel\CG44837 CG44837 Dmel_CG44837	Drosophila melanogaster (Fruit fly)	801
Q9UAE7	Q9UAE7	Prohormone and neuropeptide processing protease	amon PC2 CG6438	Drosophila melanogaster (Fruit fly)	654
Q9VXC1	Q9VXC1	MIP06432p1 (Uncharacterized protein, isoform A) (Uncharacterized protein, isoform B)	Dmel\CG34325 CG18358 CG34325-RA CG34325 Dmel_CG34325	Drosophila melanogaster (Fruit fly)	179
Q9W0M4	Q9W0M4	Endoplasmic reticulum transmembrane protein	Dmel\CG13887 CG13887 Dmel_CG13887	Drosophila melanogaster (Fruit fly)	228
B7Z0Y2	B7Z0Y2	Mind-meld, isoform D (EC 3.4.24.-)	mmd CG15603 CG15604 CG9163 CT26192 Dmel\CG42252 CG42252 Dmel_CG42252	Drosophila melanogaster (Fruit fly)	1463
Q9V3N6	Q9V3N6	Transmembrane 9 superfamily member	TM9SF4 BG:DS00797.1 CG16861 Dmel\CG7364 n(2)k07245 phg1 CG7364 Dmel_CG7364	Drosophila melanogaster (Fruit fly)	630
Q9V4E0	Q9V4E0	Complex I-49kD (NADH-ubiquinone oxidoreductase 49 kDa subunit)	ND-49 CG 1970 CG1970-RA Dmel\CG1970 Ndufs2 NUCM CG1970 Dmel_CG1970	Drosophila melanogaster (Fruit fly)	468
Q9VM04	Q9VM04	Zizimin, isoform C	Ziz BcDNA:RH71439 CG15819 CG6630 Dm ziz Dmel\CG42533 CG42533 Dmel_CG42533	Drosophila melanogaster (Fruit fly)	2272
L0CPX5	L0CPX5	Heterogeneous nuclear ribonucleoprotein	hrp48	Drosophila melanogaster (Fruit fly)	421
P19889	P19889	60S acidic ribosomal protein P0 (Apurinic-apyrimidinic endonuclease) (EC 3.1.-.-)	RpLP0 AP3 Ape RpP0 CG7490	Drosophila melanogaster (Fruit fly)	317
P40797	P40797	Protein peanut	pnut CG8705	Drosophila melanogaster (Fruit fly)	539
Q9VUB5	Q9VUB5	UpSET, isoform A (UpSET, isoform B)	upSET Dmel\CG9007 UpSET CG9007 Dmel_CG9007	Drosophila melanogaster (Fruit fly)	3146
Q8SZ46	Q8SZ46	Nazgul, isoform A (Nazgul, isoform B (EC 1.1.1.300)) (RE17220p)	naz CG14311 CG7117 Dmel\CG31235 Naz CG31235 Dmel_CG31235	Drosophila melanogaster (Fruit fly)	406
Q9VS47	Q9VS47	LD39967p (Minerva, isoform A) (Minerva, isoform B)	mrva anon-WO0118547.349 anon-WO0118547.382 Dmel\CG8602 CG8602 Dmel_CG8602	Drosophila melanogaster (Fruit fly)	478
Q9VTY2	Q9VTY2	Uncharacterized protein, isoform A (EC 1.-.-.-, EC 1.1.1.2, EC 1.1.1.21) (Uncharacterized protein, isoform D)	anon-WO0172774.89 AKR CG32101 Dmel\CG10638 CG10638 Dmel_CG10638	Drosophila melanogaster (Fruit fly)	317
D2A6J6	D2A6J6	deleted			
P40417	P40417	Mitogen-activated protein kinase ERK-A (EC 2.7.11.24) (Extracellular-regulated kinase A) (Protein rolled)	rl ERKa MAPK CG12559	Drosophila melanogaster (Fruit fly)	376
Q8SWY7	Q8SWY7	RH63365p	Dpck CG1939	Drosophila melanogaster (Fruit fly)	236
Q9VCA0	Q9VCA0	FI05810p	Dmel\CG6356 CG6356 Dmel_CG6356	Drosophila melanogaster (Fruit fly)	570
Q9VIC6	Q9VIC6	Neuroligin 3, isoform B (Neuroligin 3, isoform C)	Nlg3 CG1062 CG14597 CG18291 CG32465 Dmel\CG34127 DNLG3 DNlg3 dnlg3 Nlg-3 CG34127 Dmel_CG34127	Drosophila melanogaster (Fruit fly)	1159
Q95RY2	Q95RY2	LD01461p (Uncharacterized protein, isoform A)	CG17014 BAG2 Dmel\CG7945 CG7945 Dmel_CG7945	Drosophila melanogaster (Fruit fly)	262
P46223	P46223	60S ribosomal protein L7a	RpL7A SURF-3 CG3314	Drosophila melanogaster (Fruit fly)	271
Q9VNX0	Q9VNX0	Uncharacterized protein, isoform A (Uncharacterized protein, isoform B)	NP_649372 anon-WO0140519.241 Dmel\CG14562 HPS3 CG14562 Dmel_CG14562	Drosophila melanogaster (Fruit fly)	1536
Q9I7U2	Q9I7U2	GH23190p (Uncharacterized protein, isoform C (EC 1.-.-.-, EC 1.16.1.7))	Dmel\CG1275 anon-WO0118547.260 Cyt-b561-1 CG1275 Dmel_CG1275	Drosophila melanogaster (Fruit fly)	254
F2FB78	F2FB78	LP21420p	CG14767-RB	Drosophila melanogaster (Fruit fly)	443
Q8WR08	Q8WR08	Dystroglycan 1 (Dystroglycan) (Dystrophin-associated glycoprotein 1)	Dg alpha-DG atu CT41273 DG dg dgn DmDG Dmel\CG18250 dys CG18250 Dmel_CG18250	Drosophila melanogaster (Fruit fly)	1179
Q9VEY5	Q9VEY5	MICOS complex subunit	Mic26-27 anon-EST:Posey87 anon-WO0118547.99 bs05g07.y1 Dmel\CG5903 CG5903 Dmel_CG5903	Drosophila melanogaster (Fruit fly)	226
P46824	P46824	Kinesin light chain (KLC)	Klc CG5433	Drosophila melanogaster (Fruit fly)	508
Q8IP45	Q8IP45	Cullin 3, isoform F (FI19425p1)	Cul3 BG:DS07851.2 br34 CG11861 CG31829 CUL-3 Cul-3 cul-3 Cul-3-RF CUL3 cul3 Cullin3 dCul-3 dCul3 DMcul-3 Dmel\CG42616 gft gft/dCul-3 guftagu l(2)06430 l(2)35Cd l(2)br34 l35Cd mds CG42616 Dmel_CG42616	Drosophila melanogaster (Fruit fly)	934
Q9VTZ0	Q9VTZ0	GH08269p (Trailer hitch, isoform A) (Trailer hitch, isoform B)	tral anon-EST:Posey139 anon-WO0172774.89 anon-WO02059370.24 BEST:GH08269 Dmel\CG10686 DmLSm15 LSm15 Lsm15 p67 p70 Scd6p TRAL Tral CG10686 Dmel_CG10686	Drosophila melanogaster (Fruit fly)	652
Q8MSQ2	Q8MSQ2	SD21944p	CG9646	Drosophila melanogaster (Fruit fly)	889
Q9U4G1	Q9U4G1	Protein borderless	bdl CG16857	Drosophila melanogaster (Fruit fly)	719
C9QP01	C9QP01	ADP-ribosylation factor-like protein 6-interacting protein 4	CG18428-RA	Drosophila melanogaster (Fruit fly)	152
B3DN57	B3DN57	dolichyl-diphosphooligosaccharide--protein glycotransferase (EC 2.4.99.18)	CG1518-RA	Drosophila melanogaster (Fruit fly)	721
P42207	P42207	Septin-1 (DIFF6 protein homolog) (Protein innocent bystander)	Septin1 Diff6 iby Sep1 CG1403	Drosophila melanogaster (Fruit fly)	361
Q9TWZ1	Q9TWZ1	Protein disulfide-isomerase (EC 5.3.4.1)		Drosophila melanogaster (Fruit fly)	489
Q8I9J8	Q8I9J8	SR-related CTD associated factor 6	scaf6 CG33522	Drosophila melanogaster (Fruit fly)	960
Q960X8	Q960X8	Hepatocyte growth factor-regulated tyrosine kinase substrate	Hrs CG2903	Drosophila melanogaster (Fruit fly)	760
Q24323	Q24323	Semaphorin-2A (Semaphorin-II) (Sema II)	Sema2a Sema-2a CG4700	Drosophila melanogaster (Fruit fly)	724
Q961L4	Q961L4	Death resistor Adh domain containing target, isoform C (EC 1.1.1.-, EC 1.1.1.2) (GH18014p)	Drat Dmel\CG1600 CG1600 Dmel_CG1600	Drosophila melanogaster (Fruit fly)	434
Q9VQG9	Q9VQG9	Dawdle, isoform A (Dawdle, isoform B) (Dawdle, isoform C) (GH14433p)	daw Alp ALP23B Alp23B Alp23b cg16987 DAW Daw Dmel\CG16987 CG16987 Dmel_CG16987	Drosophila melanogaster (Fruit fly)	586
Q7KUA4	Q7KUA4	SUMO-activating enzyme subunit	Uba2 Dmel\CG7528 DmSAE2 DmSae2 DmUba2 Dmuba2 dUba2 L36 SAE2 Sae2 sip2 UBA2 uba2 Ubc2 CG7528 Dmel_CG7528	Drosophila melanogaster (Fruit fly)	700
Q9VB23	Q9VB23	Serine/threonine protein phosphatase 2A regulatory subunit	wdb 0318/07 B56-2 BcDNA.LD34343 BcDNA:LD34343 BEST:LD02456 dB56-2 Dmel\CG5643 dPP2A dPP2A-B56-2 EP3559 l(3)S031807 LD02456 PP2-AB PP2A PP2a PP2A-B' PP2A[B'-2] wbd WDB Wdb Widerborst CG5643 Dmel_CG5643	Drosophila melanogaster (Fruit fly)	524
Q9VUN0	Q9VUN0	Toll-like receptor 6	Toll-6 Tl-6 CG7250	Drosophila melanogaster (Fruit fly)	1514
O16130	O16130	60S ribosomal protein L39 (Ribosomal protein 46)	RpL39 rp46 RpL46 CG3997	Drosophila melanogaster (Fruit fly)	51
Q9W0Y6	Q9W0Y6	Transient receptor potential cation channel protein painless	pain CG15860	Drosophila melanogaster (Fruit fly)	913
Q9VS57	Q9VS57	RE14391p (Secretory 63)	Sec63 anon-WO0118547.333 Dmel\CG8583 peg sec63 CG8583 Dmel_CG8583	Drosophila melanogaster (Fruit fly)	753
Q9VHN4	Q9VHN4	GH14121p	Dmel\CG8043 Iba57 CG8043 Dmel_CG8043	Drosophila melanogaster (Fruit fly)	348
P23696	P23696	Serine/threonine-protein phosphatase PP2A (EC 3.1.3.16) (Protein microtubule star)	mts PP2A Pp2A-28D CG7109	Drosophila melanogaster (Fruit fly)	309
Q9VA37	Q9VA37	Protein dj-1beta	dj-1beta dj-1-beta CG1349	Drosophila melanogaster (Fruit fly)	187
Q9VA91	Q9VA91	40S ribosomal protein S7	RpS7 CG1883	Drosophila melanogaster (Fruit fly)	194
Q9W2E8	Q9W2E8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3 (Complex I-B12) (NADH-ubiquinone oxidoreductase B12 subunit)	ND-B12 10320 anon-EST:Posey47 anon-EST:Posey84 Dmel\CG10320 NB2M CG10320 Dmel_CG10320	Drosophila melanogaster (Fruit fly)	110
Q9XYZ5	Q9XYZ5	DNA damage-binding protein 1 (D-DDB1) (Damage-specific DNA-binding protein 1) (Protein piccolo)	pic DDB1 CG7769	Drosophila melanogaster (Fruit fly)	1140
E1JIH3	E1JIH3	Uncoordinated 115a, isoform B	Unc-115a anon-WO0140519.21 CG9489 Dmel\CG31352 Dunc-115 dunc-115 unc-115 CG31352 Dmel_CG31352	Drosophila melanogaster (Fruit fly)	844
P29845	P29845	Heat shock 70 kDa protein cognate 5	Hsc70-5 Hsc5 CG8542	Drosophila melanogaster (Fruit fly)	686
Q9VV42	Q9VV42	HL08057p (IP03491p) (Photoreceptor dehydrogenase, isoform A (EC 1.1.1.105))	Pdh Dmel\CG4899 pcdr PDH pdh CG4899 Dmel_CG4899	Drosophila melanogaster (Fruit fly)	278
Q9VDT4	Q9VDT4	Uncharacterized protein, isoform A (Uncharacterized protein, isoform B)	BcDNA:AT09463 Dmel\CG4686 CG4686 Dmel_CG4686	Drosophila melanogaster (Fruit fly)	181
Q9VHC7	Q9VHC7	FI21236p1 (Rumpelstiltskin, isoform A)	rump cg9373 Dmel\CG9373 hnRNP M HnRNP-S5 Hrp59 hrp59 p70 p75 rump-RA S5 CG9373 Dmel_CG9373	Drosophila melanogaster (Fruit fly)	632
Q9W0S1	Q9W0S1	deleted			
Q9W3D3	Q9W3D3	DENN domain-containing protein Crag (Calmodulin-binding protein related to a Rab3 GDP/GTP exchange protein)	Crag CG12737	Drosophila melanogaster (Fruit fly)	1671
E8NH73	E8NH73	AT15809p	mfas-RK	Drosophila melanogaster (Fruit fly)	916
Q9VBU9	Q9VBU9	40S ribosomal protein S27	RpS27 anon-EST:Posey295 Dmel\CG10423 Q9VBU9_DROME Rp S27 CG10423 Dmel_CG10423	Drosophila melanogaster (Fruit fly)	84
Q6NP69	Q6NP69	GST-containing FLYWCH zinc-finger protein (GST-containing FLYWCH zinc-finger protein, isoform B) (GST-containing FLYWCH zinc-finger protein, isoform E (EC 2.5.1.18)) (LD30165p)	gfzf CG10065 cg10065 CG31329 CG31492 dGFZF Dmel\CG33546 GFZF l(3)84Cc Su(Kpn) CG33546 Dmel_CG33546	Drosophila melanogaster (Fruit fly)	1045
Q9W3Z5	Q9W3Z5	LD15209p	Dmel\CG3918 CG3918 Dmel_CG3918	Drosophila melanogaster (Fruit fly)	321
H5V8B8	H5V8B8	MIP33436p1 (Protein phosphatase 2A at 29B, isoform E)	Pp2A-29B 29B A/PR65 CG13383 CG33297 Dmel\CG17291 dPP2A A DPR65 PP2A Pp2A PP2A 29B PP2A A PP2A-29B pp2A-29B Pp2A-29B-RC PP2A-A Pp2A29B PP2A[A] PR65 CG17291 Dmel_CG17291	Drosophila melanogaster (Fruit fly)	650
Q9VZM5	Q9VZM5	GPI mannosyltransferase 3 (EC 2.4.1.-) (GPI mannosyltransferase III) (GPI-MT-III) (Phosphatidylinositol-glycan biosynthesis class B protein)	PIG-B CG12006	Drosophila melanogaster (Fruit fly)	561
P05205	P05205	Heterochromatin protein 1 (HP1) (Non-histone chromosomal protein C1A9 antigen)	Su(var)205 HP1 CG8409	Drosophila melanogaster (Fruit fly)	206
Q0E9B6	Q0E9B6	40S ribosomal protein S11	RpS11 CG8857	Drosophila melanogaster (Fruit fly)	155
P40304	P40304	Proteasome subunit beta type-1 (Proteasome 26 kDa subunit)	Prosbeta6 l(3)73Ai PROS-26 Pros26 CG4097	Drosophila melanogaster (Fruit fly)	235
Q24418	Q24418	Glutamate [NMDA] receptor subunit 1 (DNMDAR-I) (dNR1)	Nmdar1 nmr NR1 CG2902	Drosophila melanogaster (Fruit fly)	997
